"","ID","User","Date","Likes","RTs","Ashley.Johnson","Brian.W..Foster","Critical.Role","Laura.Bailey","Liam.O.Brien","Marisha.Ray","Matthew.Mercer","Sam.Riegel","Talisen.Jaffe","Talks.Machina","Travis.Willingham","FAotW"
"1","1088908576607883265","Nerdsketchbook",2019-01-25,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"2","1088904475799101441","PenOfSmiting",2019-01-25,9,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
"3","1088897901147828224","spectreshark",2019-01-25,20,10,0,0,0,0,0,0,0,0,0,0,0,FALSE
"4","1088897203203117056","jesttothenines",2019-01-25,6,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"5","1088896267365830656","MateuszWilma",2019-01-25,50,15,0,0,0,0,0,0,0,0,0,0,0,FALSE
"6","1088894872566800385","odrowner",2019-01-25,11,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"7","1088887752551251969","borifles",2019-01-25,15,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"8","1088868097887358976","LinneaKArt",2019-01-25,3,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"9","1088861293510041602","zoetropeology",2019-01-25,8,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"10","1088857881624150021","daggerdove",2019-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"11","1088855683771043840","lonicampbell",2019-01-25,19,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"12","1088854682766852096","ovaettr",2019-01-25,49,9,0,0,0,0,0,0,0,0,0,0,0,FALSE
"13","1088841733943816192","Critical_color",2019-01-25,20,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"14","1088833310808260613","ProductiGhoul",2019-01-25,18,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"15","1088777591916384256","kingcael",2019-01-25,208,35,0,0,0,0,0,0,0,0,0,0,0,FALSE
"16","1088760084379750400","BluRabbit5",2019-01-25,92,10,0,0,0,0,0,0,0,0,0,0,0,FALSE
"17","1088737241134960640","AFionaDean",2019-01-25,14,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"18","1088717333521022976","caescreations",2019-01-25,3,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"19","1088715579987357697","HokiHana",2019-01-25,129,14,0,0,0,0,0,0,0,0,0,0,0,FALSE
"20","1088709860508733440","Nerdsketchbook",2019-01-25,6,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"21","1088707970752565249","bronkula",2019-01-25,15,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"22","1088701516003901446","maisketchbook",2019-01-25,16,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"23","1088692058905366528","DeMarcoDraws",2019-01-25,32,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"24","1088691734370865152","TriaElf9",2019-01-25,201,29,0,0,0,0,0,0,0,0,0,0,0,FALSE
"25","1088691437653217280","suraelis",2019-01-25,270,51,0,0,0,0,0,0,0,0,0,0,0,FALSE
"26","1088690488566317056","wildmagegoboom",2019-01-25,20,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"27","1088690185099984896","whynotuber",2019-01-25,50,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"28","1088689719368658944","PaleWhiteRabbit",2019-01-25,23,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"29","1088684240982720512","tsuki_ryuu",2019-01-25,6,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"30","1088683316436443137","TheAnimeDreamer",2019-01-25,1,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
"31","1088680001803825152","DonaldCheeto",2019-01-25,14,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"32","1088679819766845442","Minoukatze1",2019-01-25,12,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"33","1088675916576886784","alyjwright",2019-01-25,28,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"34","1088673612792393728","LibraGhost",2019-01-25,52,17,0,0,0,0,0,0,0,0,0,0,0,FALSE
"35","1088671064090075136","alyruko",2019-01-25,250,49,0,0,0,0,0,0,0,0,0,0,0,FALSE
"36","1088667169297190913","TheAnimeDreamer",2019-01-25,2,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"37","1088666907073540096","PaleWhiteRabbit",2019-01-25,44,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"38","1088666165382045697","wuest_a",2019-01-25,13,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"39","1088662963358031872","henchimoo",2019-01-25,36,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"40","1088660229343059968","Minoukatze1",2019-01-25,30,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"41","1088652481616211968","LibraGhost",2019-01-25,22,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"42","1088644520906903552","deerlordhunter",2019-01-25,1667,285,0,0,0,0,0,0,0,0,0,0,0,FALSE
"43","1088642828723380224","raindapple",2019-01-25,9,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"44","1088642822146789376","Faithypoo35",2019-01-25,11,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"45","1088636335399804928","callyale",2019-01-25,12,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"46","1088631459550760962","LavenderBirb",2019-01-25,15,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"47","1088624645224493057","tinypocketcats",2019-01-25,2,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"48","1088621715041734656","TheAnimeDreamer",2019-01-25,10,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"49","1088620721331306496","Azul_Online",2019-01-25,2,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
"50","1088617834715013122","PenOfSmiting",2019-01-25,44,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"51","1088611376338214913","tinypocketcats",2019-01-25,4,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"52","1088610447450791936","MeggieBFox",2019-01-25,963,288,0,0,0,0,0,0,0,0,0,0,0,FALSE
"53","1088610153522515968","apollinares",2019-01-25,49,11,0,0,0,0,0,0,0,0,0,0,0,FALSE
"54","1088607549002264577","tinypocketcats",2019-01-25,5,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"55","1088605603122024448","Axinass",2019-01-25,9,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"56","1088604934675853313","Caitabellart",2019-01-25,29,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"57","1088603555341221888","tinypocketcats",2019-01-25,8,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"58","1088603091799285760","localartwitch",2019-01-25,35,13,0,0,0,0,0,0,0,0,0,0,0,FALSE
"59","1088598863475286016","Tank3bubblan",2019-01-25,22,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"60","1088592838089154560","aquaTpants",2019-01-25,3270,436,0,0,0,0,0,0,0,0,0,0,0,FALSE
"61","1088588560410791937","voicelesLunatic",2019-01-25,20,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"62","1088585827075076097","faith_schaffer",2019-01-25,1407,226,0,0,0,0,0,0,0,0,0,0,0,FALSE
"63","1088578868804505600","TheAnimeDreamer",2019-01-25,39,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"64","1088573676524580865","annawashere33",2019-01-25,11,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"65","1088564665242828800","RedCosna",2019-01-25,6,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"66","1088560130906501121","souratgar",2019-01-25,283,87,0,0,0,0,0,0,0,0,0,0,0,FALSE
"67","1088540830351147008","MathFalardeau",2019-01-25,112,16,0,0,0,0,0,0,0,0,0,0,0,FALSE
"68","1088529744428179457","wildmagegoboom",2019-01-25,10,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"69","1088525922716782592","DeMarcoDraws",2019-01-25,942,62,0,0,0,0,0,0,0,0,0,0,0,FALSE
"70","1088517079790206977","jamiedodgerart",2019-01-25,402,116,0,0,0,0,0,0,0,0,0,0,0,FALSE
"71","1088512989483986944","Critical_color",2019-01-25,47,7,0,0,0,0,0,0,0,0,0,0,0,FALSE
"72","1088501733763018752","MateuszWilma",2019-01-25,269,34,0,0,0,0,0,0,0,0,0,0,0,FALSE
"73","1088494767988764672","MinkyForShort",2019-01-25,7,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"74","1088489149601075202","deaanix",2019-01-25,18,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"75","1088488117827526656","Minomotuart",2019-01-25,240,60,0,0,0,0,0,0,0,0,0,0,0,FALSE
"76","1088480803162648576","RiyuskiArt",2019-01-25,3,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"77","1088477444858892290","Death_took",2019-01-25,12,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"78","1088473799589273600","windrivver",2019-01-25,11,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"79","1088471423855792128","silverheden",2019-01-25,3,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"80","1088464085539115008","LinneaKArt",2019-01-25,13,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"81","1088451574030979072","senshiofthewild",2019-01-25,105,22,0,0,0,0,0,0,0,0,0,0,0,FALSE
"82","1088438644711583746","marisaceeee",2019-01-25,19,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"83","1088419088341323777","CLmeowtan",2019-01-25,44,7,0,0,0,0,0,0,0,0,0,0,0,FALSE
"84","1088416679455903746","TheRealJDanielC",2019-01-25,1,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
"85","1088388895207813125","JdbCosplay",2019-01-25,24,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"86","1088351923168718848","outerspacien",2019-01-25,2,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
"87","1088341963122900992","shiftychaos",2019-01-25,15,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"88","1088338828195258368","higglety1",2019-01-25,13,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"89","1088338816929333248","higglety1",2019-01-25,19,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"90","1088332809071091713","bitter_sweet_to",2019-01-25,271,53,0,0,0,0,0,0,0,0,0,0,0,FALSE
"91","1088330102121877509","KatWaterflame",2019-01-25,22,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"92","1088287525951733761","sailorspooky1",2019-01-25,26,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"93","1088286397746733056","eosbornesmith",2019-01-25,31,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"94","1088280006424440835","goingproper",2019-01-25,18,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"95","1088279282152022016","KorFalk",2019-01-25,90,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"96","1088276725857845249","AnnieHuley",2019-01-25,20,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"97","1088273221563092992","QuietErin",2019-01-25,28,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"98","1088270717991424001","chelsbells01",2019-01-25,71,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"99","1088267582405107714","Ardoin_Evers",2019-01-25,15,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
"100","1088266981596454913","Dragonslayer_89",2019-01-25,15,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
"101","1088266350290788352","bailsebub",2019-01-25,122,7,0,0,0,0,0,0,0,0,0,0,0,FALSE
"102","1088266340786302976","SmLambert5",2019-01-25,39,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"103","1088264649840230400","C0nstantM0tion",2019-01-25,42,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"104","1088264055419215874","keantoloci",2019-01-25,3,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
